id	Code	IP	Date	Time	Category
8693	[NNMM63BX]	67.199.57.124	05.08.2018	19:54:24	canned_food
8694	[XSIPKV80]	154.124.216.106	05.08.2018	19:54:57	fresh_fish
8695	[9GIFWQXS]	16.42.107.29	05.08.2018	19:56:17	semi_manufactures
8696	[RJ9E2MU2]	154.124.216.106	05.08.2018	19:57:32	frozen_fish
8697	[CJE3YF9O]	16.42.107.29	05.08.2018	19:58:31	semi_manufactures
8698	[FPYYRF9X]	193.90.141.222	05.08.2018	19:59:41	caviar
8699	[J8PM7JYN]	90.216.179.65	05.08.2018	20:01:03	semi_manufactures
8700	[S2STL6JS]	90.216.179.65	05.08.2018	20:01:44	fresh_fish
8701	[BRSAZVEB]	16.42.107.29	05.08.2018	20:02:11	semi_manufactures
8702	[B8B8RSL5]	16.42.107.29	05.08.2018	20:02:55	semi_manufactures
8703	[WW3Z4CG6]	193.90.141.222	05.08.2018	20:03:20	None
8704	[QVVA9WUJ]	67.199.57.124	05.08.2018	20:04:35	semi_manufactures
8705	[VKVN0B5A]	67.199.57.124	05.08.2018	20:04:44	semi_manufactures
8706	[Y4O56FLP]	16.42.107.29	05.08.2018	20:06:10	None
8707	[WHNIHM23]	193.90.141.222	05.08.2018	20:06:43	frozen_fish
8708	[QTY4304A]	74.145.246.95	05.08.2018	20:07:38	canned_food
8709	[K6GWGUGM]	74.145.246.95	05.08.2018	20:09:02	fresh_fish
8710	[RY2ZCGGR]	16.42.107.29	05.08.2018	20:09:08	fresh_fish
8711	[BD42IJ9I]	16.42.107.29	05.08.2018	20:10:29	fresh_fish
8712	[DP3306I3]	16.42.107.29	05.08.2018	20:11:26	None
8713	[M4IQO2WA]	16.42.107.29	05.08.2018	20:11:56	frozen_fish
8714	[5DV4UFQA]	90.216.179.65	05.08.2018	20:12:41	None
8715	[WHBCULXU]	154.124.216.106	05.08.2018	20:13:11	fresh_fish
8716	[8RVWFE20]	193.90.141.222	05.08.2018	20:13:25	frozen_fish
8717	[W7C1VQF9]	67.199.57.124	05.08.2018	20:13:28	None
8718	[6VTS6ZUY]	74.145.246.95	05.08.2018	20:13:34	semi_manufactures
8719	[JTU8I81V]	74.145.246.95	05.08.2018	20:13:40	frozen_fish
8720	[8XJZFA34]	90.216.179.65	05.08.2018	20:14:54	frozen_fish
8721	[HQDQ28KF]	16.42.107.29	05.08.2018	20:15:02	None
8722	[O9WOJY9F]	67.199.57.124	05.08.2018	20:15:11	canned_food
8723	[N6AVK5R0]	67.199.57.124	05.08.2018	20:16:25	canned_food
8724	[E2Z213KD]	90.216.179.65	05.08.2018	20:17:55	canned_food
8725	[KQLAQUAZ]	193.90.141.222	05.08.2018	20:18:28	frozen_fish
8726	[SBDNYKXW]	193.90.141.222	05.08.2018	20:19:00	cart
8727	[ANBQHYEK]	74.145.246.95	05.08.2018	20:20:15	frozen_fish
8728	[98TCTH32]	90.216.179.65	05.08.2018	20:21:31	canned_food
8729	[KMRI1YA5]	16.42.107.29	05.08.2018	20:21:47	canned_food
8730	[XSSZR800]	16.42.107.29	05.08.2018	20:22:31	canned_food
8731	[D046DHGT]	74.145.246.95	05.08.2018	20:23:15	cart
8732	[GFZPX8L6]	74.145.246.95	05.08.2018	20:23:49	semi_manufactures
8733	[JGWF1FN2]	74.145.246.95	05.08.2018	20:24:31	semi_manufactures
8734	[2JGRLK5M]	90.216.179.65	05.08.2018	20:25:20	canned_food
8735	[07H6B60O]	154.124.216.106	05.08.2018	20:26:55	fresh_fish
8736	[NZXHDY50]	154.124.216.106	05.08.2018	20:27:53	fresh_fish
8737	[SANZUV7L]	193.90.141.222	05.08.2018	20:28:17	canned_food
8738	[TVGQYXKF]	154.124.216.106	05.08.2018	20:29:29	fresh_fish
8739	[GL1H1EFM]	90.216.179.65	05.08.2018	20:30:06	canned_food
8740	[0KAC4RBH]	193.90.141.222	05.08.2018	20:31:30	None
8741	[KH8VVR5A]	16.42.107.29	05.08.2018	20:32:09	fresh_fish
8742	[GBGQSF2C]	193.90.141.222	05.08.2018	20:32:22	canned_food
8743	[WCCYIJIE]	16.42.107.29	05.08.2018	20:32:29	frozen_fish
8744	[0GZAT44W]	90.216.179.65	05.08.2018	20:32:53	canned_food
8745	[2AUGZBO2]	90.216.179.65	05.08.2018	20:34:27	canned_food
8746	[GHIJX0QY]	74.145.246.95	05.08.2018	20:35:25	cart
8747	[6H65XJB5]	90.216.179.65	05.08.2018	20:35:42	frozen_fish
8748	[4KOT9F9G]	193.90.141.222	05.08.2018	20:35:59	None
8749	[UZ5ZT0RZ]	154.124.216.106	05.08.2018	20:37:27	fresh_fish
8750	[6LNT15XF]	154.124.216.106	05.08.2018	20:39:07	canned_food
8751	[9VN7ZWNT]	154.124.216.106	05.08.2018	20:39:20	canned_food
8752	[D4I2GBJ0]	193.90.141.222	05.08.2018	20:39:55	fresh_fish
8753	[LWJBZ4KI]	74.145.246.95	05.08.2018	20:41:04	semi_manufactures
8754	[AX2YEXYW]	154.124.216.106	05.08.2018	20:42:15	canned_food
8755	[CZ8UHJZ9]	16.42.107.29	05.08.2018	20:43:17	frozen_fish
8756	[C03X81KN]	193.90.141.222	05.08.2018	20:43:54	None
8757	[4CB8X87R]	154.124.216.106	05.08.2018	20:44:52	canned_food
8758	[G66UL2TX]	16.42.107.29	05.08.2018	20:45:04	cart
8759	[J17U6MY9]	154.124.216.106	05.08.2018	20:46:09	fresh_fish
8760	[K4FH2S62]	16.42.107.29	05.08.2018	20:46:39	fresh_fish
8761	[7QH4KEU1]	16.42.107.29	05.08.2018	20:46:39	pay
8762	[J2RFYXPT]	16.42.107.29	05.08.2018	20:46:39	success_pay_9064
8763	[39W3ESHL]	90.216.179.65	05.08.2018	20:47:09	None
8764	[REE6DMMV]	90.216.179.65	05.08.2018	20:48:11	frozen_fish
8765	[KNC1YW7B]	74.145.246.95	05.08.2018	20:49:51	None
8766	[YCCMJK18]	154.124.216.106	05.08.2018	20:51:12	fresh_fish
8767	[LV1IT1ET]	193.90.141.222	05.08.2018	20:52:42	canned_food
8768	[SEVZZ22H]	74.145.246.95	05.08.2018	20:53:08	fresh_fish
8769	[5MMEQHHZ]	193.90.141.222	05.08.2018	20:53:19	canned_food
8770	[IXGKA0L6]	74.145.246.95	05.08.2018	20:53:27	frozen_fish
8771	[8ULU49M5]	193.90.141.222	05.08.2018	20:54:16	cart
8772	[FZJATELO]	154.124.216.106	05.08.2018	20:55:45	fresh_fish
8773	[I6CUD99Y]	193.90.141.222	05.08.2018	20:57:07	semi_manufactures
8774	[K1IW4ILN]	193.90.141.222	05.08.2018	20:58:23	semi_manufactures
8775	[AAMR5FPZ]	74.145.246.95	05.08.2018	20:59:53	None
8776	[GZJ3APRP]	74.145.246.95	05.08.2018	21:01:09	semi_manufactures
8777	[3HPHFFEL]	154.124.216.106	05.08.2018	21:01:55	fresh_fish
8778	[J6RGBWJ0]	154.124.216.106	05.08.2018	21:03:14	cart
8779	[CIF9E2MZ]	154.124.216.106	05.08.2018	21:03:22	fresh_fish
8780	[KFUP6SMA]	193.90.141.222	05.08.2018	21:04:34	semi_manufactures
8781	[8X1XQM3H]	74.145.246.95	05.08.2018	21:05:11	frozen_fish
8782	[9SMBOW4N]	74.145.246.95	05.08.2018	21:06:25	frozen_fish
8783	[JMJ7KBR0]	154.124.216.106	05.08.2018	21:07:54	canned_food
8784	[V8CJ4WMI]	193.90.141.222	05.08.2018	21:08:01	frozen_fish
8785	[1KPFR2LU]	154.124.216.106	05.08.2018	21:09:31	canned_food
8786	[VJ5PDVCC]	193.90.141.222	05.08.2018	21:09:52	frozen_fish
8787	[66A6Y6CW]	154.124.216.106	05.08.2018	21:10:53	caviar
8788	[BJ6Z68KV]	74.145.246.95	05.08.2018	21:11:34	cart
8789	[WRPBGYYE]	193.90.141.222	05.08.2018	21:12:24	frozen_fish
8790	[OMMR01P2]	154.124.216.106	05.08.2018	21:13:38	semi_manufactures
8791	[IPMPFY5N]	74.145.246.95	05.08.2018	21:13:44	canned_food
8792	[WFULBU6R]	74.145.246.95	05.08.2018	21:13:56	canned_food
8793	[EJ8YGYA7]	74.145.246.95	05.08.2018	21:13:56	pay
8794	[XU9KS3ZE]	74.145.246.95	05.08.2018	21:13:56	success_pay_9063
8795	[XZMP4USX]	193.90.141.222	05.08.2018	21:14:24	None
8796	[IPBSIKDA]	193.90.141.222	05.08.2018	21:15:53	fresh_fish
8797	[KA28JQL0]	193.90.141.222	05.08.2018	21:16:25	semi_manufactures
8798	[AO5YB04X]	193.90.141.222	05.08.2018	21:16:25	pay
8799	[Y7FWOXGH]	193.90.141.222	05.08.2018	21:16:25	success_pay_9059
8800	[1L2ND193]	154.124.216.106	05.08.2018	21:17:08	semi_manufactures
8801	[YV40IVW6]	154.124.216.106	05.08.2018	21:18:10	semi_manufactures
8802	[PGF0Q9VG]	154.124.216.106	05.08.2018	21:19:00	semi_manufactures
8803	[S5TJ9UBR]	154.124.216.106	05.08.2018	21:19:04	caviar
8804	[LYHF3UVM]	154.124.216.106	05.08.2018	21:19:04	pay
8805	[5CH81FDD]	154.124.216.106	05.08.2018	21:19:04	success_pay_9060
8806	[VI1COU9S]	78.189.165.3	05.08.2018	21:20:26	None
8807	[CX86VILY]	174.84.51.249	05.08.2018	21:21:01	None
8808	[0I78DX8Z]	78.189.165.3	05.08.2018	21:22:26	semi_manufactures
8809	[YGOUJFHF]	139.197.46.187	05.08.2018	21:22:31	None
8810	[NN6NH6QE]	78.189.165.3	05.08.2018	21:24:03	semi_manufactures
8811	[TZA6OSXO]	78.189.165.3	05.08.2018	21:24:16	cart
8812	[VGD0DH9X]	139.197.46.187	05.08.2018	21:25:32	frozen_fish
8813	[DLCLN177]	139.197.46.187	05.08.2018	21:26:41	frozen_fish
8814	[J5EJW6OL]	78.189.165.3	05.08.2018	21:26:43	semi_manufactures
8815	[QHATRQCE]	78.189.165.3	05.08.2018	21:28:08	semi_manufactures
8816	[X79R8KRG]	78.189.165.3	05.08.2018	21:29:04	frozen_fish
8817	[4C0B8O8S]	78.189.165.3	05.08.2018	21:30:13	None
8818	[UVEPOKTD]	78.189.165.3	05.08.2018	21:31:00	caviar
8819	[LOXRIN8Z]	174.84.51.249	05.08.2018	21:31:23	canned_food
8820	[RTYU0NMS]	78.189.165.3	05.08.2018	21:32:27	canned_food
8821	[HPXV3HHQ]	139.197.46.187	05.08.2018	21:32:59	cart
8822	[2N4FJHWT]	139.197.46.187	05.08.2018	21:34:35	canned_food
8823	[OR4HQ3L7]	174.84.51.249	05.08.2018	21:35:02	canned_food
8824	[OSI5DJEL]	139.197.46.187	05.08.2018	21:35:45	canned_food
8825	[LE3H92P7]	139.197.46.187	05.08.2018	21:37:06	semi_manufactures
8826	[QGY58ORS]	174.84.51.249	05.08.2018	21:37:27	frozen_fish
8827	[9A765856]	174.84.51.249	05.08.2018	21:38:57	canned_food
8828	[MMQTZY6R]	139.197.46.187	05.08.2018	21:40:15	semi_manufactures
8829	[V3BWL0WT]	174.84.51.249	05.08.2018	21:41:01	canned_food
8830	[CPK98JRQ]	139.197.46.187	05.08.2018	21:41:48	semi_manufactures
8831	[XCJ0PNJC]	139.197.46.187	05.08.2018	21:43:06	semi_manufactures
8832	[WANEL3TW]	139.197.46.187	05.08.2018	21:44:32	semi_manufactures
8833	[6YANR6FI]	174.84.51.249	05.08.2018	21:45:01	canned_food
8834	[4G1IKRF1]	139.197.46.187	05.08.2018	21:45:49	None
8835	[406TA8G2]	139.197.46.187	05.08.2018	21:46:07	fresh_fish
8836	[4TXUQPSZ]	174.84.51.249	05.08.2018	21:46:37	None
8837	[U7DEJJHS]	139.197.46.187	05.08.2018	21:47:17	fresh_fish
8838	[IVKYTHAA]	139.197.46.187	05.08.2018	21:47:21	cart
8839	[EUHIKLYB]	139.197.46.187	05.08.2018	21:47:21	pay
8840	[DWHAPGMY]	139.197.46.187	05.08.2018	21:47:21	success_pay_9065
8841	[TD0Y0JHG]	174.84.51.249	05.08.2018	21:48:42	frozen_fish
8842	[GVJOAS0Y]	174.84.51.249	05.08.2018	21:49:01	semi_manufactures
8843	[L0LVG3EB]	174.84.51.249	05.08.2018	21:50:02	semi_manufactures
8844	[NRUOP72O]	174.84.51.249	05.08.2018	21:50:21	caviar
8845	[BG8LF9X0]	174.84.51.249	05.08.2018	21:50:43	semi_manufactures
8846	[HI9QOFDQ]	174.84.51.249	05.08.2018	21:50:46	fresh_fish
8847	[HJOQU4SL]	174.84.51.249	05.08.2018	21:51:03	None
8848	[5ARWV8Y8]	174.84.51.249	05.08.2018	21:51:57	frozen_fish
8849	[9YPNZXJ2]	174.84.51.249	05.08.2018	21:52:02	frozen_fish
8850	[XTV4YWM4]	174.84.51.249	05.08.2018	21:53:32	None
8851	[C2A6BAI4]	174.84.51.249	05.08.2018	21:55:06	caviar
8852	[LYPVVOVJ]	174.84.51.249	05.08.2018	21:56:14	caviar
8853	[7JQV634R]	174.84.51.249	05.08.2018	21:57:39	None
8854	[8OZICKEF]	227.146.5.250	05.08.2018	21:58:11	semi_manufactures
8855	[KO1OQC8Q]	227.146.5.250	05.08.2018	21:59:08	None
8856	[MLT5AMFR]	118.163.13.141	05.08.2018	22:00:13	None
8857	[JGAYFP0T]	173.148.48.37	05.08.2018	22:00:18	canned_food
8858	[PU7QYAME]	227.146.5.250	05.08.2018	22:00:35	fresh_fish
8859	[S18BSQLS]	173.148.48.37	05.08.2018	22:01:00	fresh_fish
8860	[OQXSEZ14]	118.163.13.141	05.08.2018	22:02:02	semi_manufactures
8861	[MTED52OI]	227.146.5.250	05.08.2018	22:02:52	fresh_fish
8862	[EFC3K5CR]	227.146.5.250	05.08.2018	22:03:59	fresh_fish
8863	[L7WLEK5C]	118.163.13.141	05.08.2018	22:05:26	semi_manufactures
8864	[UIBKYHPU]	227.146.5.250	05.08.2018	22:06:12	None
8865	[AZ303WK0]	227.146.5.250	05.08.2018	22:06:50	caviar
8866	[SW03I3JU]	118.163.13.141	05.08.2018	22:08:23	None
8867	[XO4OPOWE]	173.148.48.37	05.08.2018	22:09:52	caviar
8868	[956JWIWA]	227.146.5.250	05.08.2018	22:10:26	None
8869	[1GNR0P5L]	173.148.48.37	05.08.2018	22:11:23	caviar
8870	[1KHYR311]	118.163.13.141	05.08.2018	22:11:41	canned_food
8871	[B5LM64KY]	118.163.13.141	05.08.2018	22:12:21	canned_food
8872	[3VIL9WMK]	118.163.13.141	05.08.2018	22:13:00	cart
8873	[VV7R5GMK]	118.163.13.141	05.08.2018	22:14:24	canned_food
8874	[JDO935C9]	173.148.48.37	05.08.2018	22:15:58	caviar
8875	[QK5JCVLU]	173.148.48.37	05.08.2018	22:16:04	frozen_fish
8876	[PH39QY3K]	118.163.13.141	05.08.2018	22:17:01	None
8877	[S8CTROBC]	173.148.48.37	05.08.2018	22:18:06	frozen_fish
8878	[1U0T66AR]	227.146.5.250	05.08.2018	22:18:57	fresh_fish
8879	[ECBVQPTL]	227.146.5.250	05.08.2018	22:20:17	None
8880	[H6382C97]	118.163.13.141	05.08.2018	22:21:44	semi_manufactures
8881	[TZ7OTD4Z]	173.148.48.37	05.08.2018	22:22:29	fresh_fish
8882	[ESZM9G0F]	227.146.5.250	05.08.2018	22:23:38	semi_manufactures
8883	[EB5XZKV5]	118.163.13.141	05.08.2018	22:24:20	semi_manufactures
8884	[AAHFNCUM]	227.146.5.250	05.08.2018	22:24:37	semi_manufactures
8885	[E1VPEKS5]	173.148.48.37	05.08.2018	22:25:15	fresh_fish
8886	[MNKH04IF]	118.163.13.141	05.08.2018	22:25:30	None
8887	[7KPG2LU4]	118.163.13.141	05.08.2018	22:25:42	fresh_fish
8888	[0U1QWBIX]	118.163.13.141	05.08.2018	22:25:42	pay
8889	[UOY57IBS]	118.163.13.141	05.08.2018	22:25:42	success_pay_9070
8890	[7R7JZVX0]	227.146.5.250	05.08.2018	22:26:03	semi_manufactures
8891	[OLRSST5L]	227.146.5.250	05.08.2018	22:26:56	semi_manufactures
8892	[E5FE5SQL]	173.148.48.37	05.08.2018	22:27:37	fresh_fish
8893	[ZIINXOEK]	173.148.48.37	05.08.2018	22:29:13	fresh_fish
8894	[VJFQ7PC5]	173.148.48.37	05.08.2018	22:30:08	semi_manufactures
8895	[AEEZUTTT]	227.146.5.250	05.08.2018	22:30:42	cart
8896	[E5UNPKEQ]	173.148.48.37	05.08.2018	22:31:26	caviar
8897	[CYZVUESX]	227.146.5.250	05.08.2018	22:32:48	caviar
8898	[8W31HNIZ]	227.146.5.250	05.08.2018	22:32:48	pay
8899	[EYN92ZL2]	227.146.5.250	05.08.2018	22:32:48	success_pay_9069
8900	[1E1B8WO1]	173.148.48.37	05.08.2018	22:34:23	semi_manufactures
8901	[080BDHUI]	173.148.48.37	05.08.2018	22:36:01	None
8902	[88J2GWL2]	173.148.48.37	05.08.2018	22:36:42	fresh_fish
8903	[1CLP275G]	173.148.48.37	05.08.2018	22:37:00	None
8904	[SV0VUXPF]	71.153.56.9	05.08.2018	22:37:52	caviar
8905	[L0DV66S4]	71.153.56.9	05.08.2018	22:39:26	caviar
8906	[U6KRNYX2]	83.149.108.199	05.08.2018	22:39:42	frozen_fish
8907	[B8AFZRGM]	71.153.56.9	05.08.2018	22:41:17	caviar
8908	[FLNNJ5R5]	71.153.56.9	05.08.2018	22:41:59	None
8909	[9DPFLI2M]	71.153.56.9	05.08.2018	22:43:12	fresh_fish
8910	[XEQ976Q1]	83.149.108.199	05.08.2018	22:44:10	cart
8911	[GUA3ILTO]	71.153.56.9	05.08.2018	22:44:16	fresh_fish
8912	[64UVVH84]	83.149.108.199	05.08.2018	22:45:48	caviar
8913	[N5K13I0U]	19.254.167.123	05.08.2018	22:47:03	None
8914	[QTGNVIMX]	83.149.108.199	05.08.2018	22:48:15	caviar
8915	[MNZ3E7MB]	83.149.108.199	05.08.2018	22:49:04	None
8916	[9ESP80VG]	71.153.56.9	05.08.2018	22:49:30	fresh_fish
8917	[UOSQ36HM]	83.149.108.199	05.08.2018	22:50:09	canned_food
8918	[5B07TWYM]	83.149.108.199	05.08.2018	22:50:40	fresh_fish
8919	[II5FOJ4Z]	19.254.167.123	05.08.2018	22:50:47	fresh_fish
8920	[PJKCU191]	144.15.35.162	05.08.2018	22:51:20	fresh_fish
8921	[12YPS881]	19.254.167.123	05.08.2018	22:51:46	fresh_fish
8922	[1D2YK1NH]	83.149.108.199	05.08.2018	22:51:50	None
8923	[ZWRQEVK5]	19.254.167.123	05.08.2018	22:52:22	caviar
8924	[RK0UCSAQ]	71.153.56.9	05.08.2018	22:54:02	canned_food
8925	[0TGO447R]	19.254.167.123	05.08.2018	22:54:51	fresh_fish
8926	[999CCBFX]	19.254.167.123	05.08.2018	22:56:15	None
8927	[WXP3N4XA]	144.15.35.162	05.08.2018	22:56:41	cart
8928	[81DNV6S3]	19.254.167.123	05.08.2018	22:57:32	canned_food
8929	[MUGLAI1R]	19.254.167.123	05.08.2018	22:58:40	semi_manufactures
8930	[M6CFYTW9]	144.15.35.162	05.08.2018	22:59:30	caviar
8931	[ZN2HTUKO]	83.149.108.199	05.08.2018	22:59:43	caviar
8932	[1ZHT9CLY]	19.254.167.123	05.08.2018	23:00:05	None
8933	[MTWNODKO]	83.149.108.199	05.08.2018	23:00:22	None
8934	[RJPHMY33]	19.254.167.123	05.08.2018	23:01:58	semi_manufactures
8935	[Q8YES481]	71.153.56.9	05.08.2018	23:03:04	None
8936	[4G2T5F0R]	19.254.167.123	05.08.2018	23:04:44	semi_manufactures
8937	[NPBJAZ55]	144.15.35.162	05.08.2018	23:05:32	semi_manufactures
8938	[PH7CY82G]	19.254.167.123	05.08.2018	23:06:03	None
8939	[TCYMEG6A]	71.153.56.9	05.08.2018	23:07:05	caviar
8940	[5LQ7YHY5]	144.15.35.162	05.08.2018	23:07:11	fresh_fish
8941	[WN16P72J]	19.254.167.123	05.08.2018	23:07:51	fresh_fish
8942	[7E5WTOI5]	144.15.35.162	05.08.2018	23:09:18	None
8943	[9IJB64ZT]	19.254.167.123	05.08.2018	23:09:47	fresh_fish
8944	[HW5UCPRS]	83.149.108.199	05.08.2018	23:10:55	frozen_fish
8945	[3WLLCDD5]	144.15.35.162	05.08.2018	23:11:43	frozen_fish
8946	[ICPCJV07]	144.15.35.162	05.08.2018	23:12:53	fresh_fish
8947	[H5DHUGW7]	144.15.35.162	05.08.2018	23:12:56	frozen_fish
8948	[M37HXAHD]	144.15.35.162	05.08.2018	23:14:33	canned_food
8949	[LSL2P92T]	83.149.108.199	05.08.2018	23:15:03	None
8950	[9UMI5CSJ]	19.254.167.123	05.08.2018	23:16:29	frozen_fish
8951	[INV3NLAK]	83.149.108.199	05.08.2018	23:16:39	canned_food
8952	[PJWVLUIT]	144.15.35.162	05.08.2018	23:17:30	canned_food
8953	[11UPAR3A]	83.149.108.199	05.08.2018	23:17:54	canned_food
8954	[BCXMEQNR]	144.15.35.162	05.08.2018	23:18:28	None
8955	[L6ZL3C6I]	19.254.167.123	05.08.2018	23:19:34	frozen_fish
8956	[LTBWO8SU]	19.254.167.123	05.08.2018	23:19:57	semi_manufactures
8957	[QXMGJOIY]	19.254.167.123	05.08.2018	23:20:46	frozen_fish
8958	[SXST8HXW]	144.15.35.162	05.08.2018	23:21:01	canned_food
8959	[O3PT94JM]	144.15.35.162	05.08.2018	23:21:07	None
8960	[WSOO9CAE]	144.15.35.162	05.08.2018	23:21:57	fresh_fish
8961	[DZ436F7R]	83.149.108.199	05.08.2018	23:22:40	cart
8962	[HFVE71QY]	144.15.35.162	05.08.2018	23:23:12	None
8963	[54D82VZT]	83.149.108.199	05.08.2018	23:23:19	canned_food
8964	[HB8MRLIH]	19.254.167.123	05.08.2018	23:24:52	fresh_fish
8965	[GXWEOCW1]	83.149.108.199	05.08.2018	23:26:22	caviar
8966	[64SJ8IIE]	19.254.167.123	05.08.2018	23:27:22	None
8967	[37VCXIOT]	19.254.167.123	05.08.2018	23:28:48	fresh_fish
8968	[VT2696CE]	19.254.167.123	05.08.2018	23:29:17	None
8969	[4ZV8N1DW]	83.149.108.199	05.08.2018	23:29:44	caviar
8970	[6K4M26F5]	144.15.35.162	05.08.2018	23:31:16	caviar
8971	[JO0O2RSE]	83.149.108.199	05.08.2018	23:32:33	caviar
8972	[J0J3NT87]	83.149.108.199	05.08.2018	23:32:33	pay
8973	[6JR0K1S1]	83.149.108.199	05.08.2018	23:32:33	success_pay_9072
8974	[XADVTDNG]	144.15.35.162	05.08.2018	23:33:24	canned_food
8975	[3GWL1P02]	19.254.167.123	05.08.2018	23:34:28	semi_manufactures
8976	[2NWOM4JM]	19.254.167.123	05.08.2018	23:34:37	cart
8977	[Z8APSMV7]	19.254.167.123	05.08.2018	23:35:20	fresh_fish
8978	[5C1BTTRL]	144.15.35.162	05.08.2018	23:35:31	canned_food
8979	[IEJ1OQHG]	144.15.35.162	05.08.2018	23:36:40	canned_food
8980	[RM9OMC6V]	144.15.35.162	05.08.2018	23:36:40	pay
8981	[SFEB3X7N]	144.15.35.162	05.08.2018	23:36:40	success_pay_9073
8982	[3EZKXBG3]	19.254.167.123	05.08.2018	23:36:50	fresh_fish
8983	[R8P98YVE]	19.254.167.123	05.08.2018	23:38:28	fresh_fish
8984	[EWU0OCG8]	19.254.167.123	05.08.2018	23:38:34	frozen_fish
8985	[28OHP4RZ]	19.254.167.123	05.08.2018	23:38:42	frozen_fish
8986	[4HDLIH57]	19.254.167.123	05.08.2018	23:40:22	cart
8987	[U51IWK4M]	19.254.167.123	05.08.2018	23:40:22	pay
8988	[FVY27GRV]	19.254.167.123	05.08.2018	23:40:22	success_pay_9074
8989	[NYMH7R8T]	179.179.95.167	05.08.2018	23:41:55	None
8990	[PMPHXYWQ]	181.198.96.253	05.08.2018	23:43:14	None
8991	[1VMBQ6H2]	179.179.95.167	05.08.2018	23:44:13	frozen_fish
8992	[8KU2PWNJ]	241.18.92.6	05.08.2018	23:44:46	None
8993	[G3QG2HXY]	119.40.25.73	05.08.2018	23:45:22	None
8994	[CQAW6PYR]	241.18.92.6	05.08.2018	23:45:49	canned_food
8995	[Z33NYGEP]	119.40.25.73	05.08.2018	23:46:30	semi_manufactures
8996	[W9IXC8Z0]	105.116.89.96	05.08.2018	23:47:04	None
8997	[GQLNQ7QL]	241.18.92.6	05.08.2018	23:47:28	None
8998	[YJV0K3BO]	105.116.89.96	05.08.2018	23:48:44	canned_food
8999	[8DZ55MSR]	105.116.89.96	05.08.2018	23:49:21	caviar
9000	[W9T82U39]	241.18.92.6	05.08.2018	23:50:23	frozen_fish
9001	[I12R1IPO]	181.198.96.253	05.08.2018	23:51:06	canned_food
9002	[C6OV43DS]	179.179.95.167	05.08.2018	23:52:37	frozen_fish
9003	[TNW89O1O]	119.40.25.73	05.08.2018	23:53:08	semi_manufactures
9004	[VDOMFMN8]	181.198.96.253	05.08.2018	23:54:27	caviar
9005	[VQG2GQWF]	181.198.96.253	05.08.2018	23:55:50	fresh_fish
9006	[OJI4LU8Q]	105.116.89.96	05.08.2018	23:57:29	semi_manufactures
9007	[6B8CTMCW]	105.116.89.96	05.08.2018	23:59:00	None
9008	[3W808E59]	105.116.89.96	06.08.2018	0:00:10	canned_food
9009	[KLPT7Q97]	179.179.95.167	06.08.2018	0:01:04	canned_food
9010	[DE2H39D9]	241.18.92.6	06.08.2018	0:01:53	None
9011	[92WY7GH3]	181.198.96.253	06.08.2018	0:02:01	None
9012	[QIYM1N6O]	105.116.89.96	06.08.2018	0:03:01	canned_food
9013	[JM1R9F3J]	119.40.25.73	06.08.2018	0:03:36	semi_manufactures
9014	[OJKK5U5E]	179.179.95.167	06.08.2018	0:04:31	fresh_fish
9015	[XWCSPKKW]	105.116.89.96	06.08.2018	0:04:46	cart
9016	[0NLFCJ0Z]	181.198.96.253	06.08.2018	0:05:32	fresh_fish
9017	[I3DYQGGG]	119.40.25.73	06.08.2018	0:06:30	semi_manufactures
9018	[6GBE2C7T]	105.116.89.96	06.08.2018	0:07:24	caviar
9019	[UE05AAGL]	181.198.96.253	06.08.2018	0:07:31	fresh_fish
9020	[9Y7XMDET]	119.40.25.73	06.08.2018	0:08:02	semi_manufactures
9021	[5ZZ49JTZ]	179.179.95.167	06.08.2018	0:08:22	fresh_fish
9022	[YMSMD4PK]	105.116.89.96	06.08.2018	0:08:31	fresh_fish
9023	[SQ7F0ED3]	105.116.89.96	06.08.2018	0:10:01	caviar
9024	[6H5Y8V9T]	105.116.89.96	06.08.2018	0:10:57	caviar
9025	[3YEOYTKX]	105.116.89.96	06.08.2018	0:11:53	caviar
9026	[TDG38VNC]	179.179.95.167	06.08.2018	0:12:30	cart
9027	[EL41AGJZ]	119.40.25.73	06.08.2018	0:13:57	semi_manufactures
9028	[0AID0047]	119.40.25.73	06.08.2018	0:15:21	semi_manufactures
9029	[YZOSUIY9]	119.40.25.73	06.08.2018	0:16:36	semi_manufactures
9030	[N0AGCN6G]	241.18.92.6	06.08.2018	0:17:01	frozen_fish
9031	[K4W2QZE9]	179.179.95.167	06.08.2018	0:18:01	canned_food
9032	[KKVUVTPK]	179.179.95.167	06.08.2018	0:18:59	fresh_fish
9033	[3TSA1BQ5]	241.18.92.6	06.08.2018	0:19:14	frozen_fish
9034	[KAWPAN1M]	241.18.92.6	06.08.2018	0:19:41	cart
9035	[EULK73IJ]	119.40.25.73	06.08.2018	0:20:02	fresh_fish
9036	[JEJQTI8F]	241.18.92.6	06.08.2018	0:21:38	semi_manufactures
9037	[QMOK0YJ7]	181.198.96.253	06.08.2018	0:22:24	frozen_fish
9038	[LY486AH3]	181.198.96.253	06.08.2018	0:23:47	frozen_fish
9039	[WH7L574J]	181.198.96.253	06.08.2018	0:25:21	frozen_fish
9040	[JLG6NA0U]	241.18.92.6	06.08.2018	0:26:33	frozen_fish
