id	Code	IP	Cart_id	Goods_id	Amount
1012	[14BREMGH]	44.33.141.122	9551	12	1
1013	[B30I062I]	44.38.9.46	9178	22	1
1014	[NV64549N]	44.38.9.46	9676	19	5
1015	[K8MZT9BR]	45.241.102.117	8830	22	1
1016	[AX725TIM]	45.241.102.117	8830	11	3
1017	[NN4IXZU5]	45.241.102.117	9256	2	3
1018	[7K5MR3L3]	45.241.102.117	9256	21	3
1019	[2FCX42HY]	46.35.242.178	9702	7	1
1020	[K6P78QLZ]	47.0.85.84	9524	11	2
1021	[XECT9L0F]	47.0.85.84	9524	14	1
1022	[HJM18PTW]	47.0.85.84	9524	22	1
1023	[OYM04IDK]	47.134.233.212	8881	13	2
1024	[39E4V2SK]	47.47.119.2	8695	9	2
1025	[OQIQPY07]	47.47.119.2	8695	3	5
1026	[YDHH7YN5]	47.47.119.2	8695	7	1
1027	[80227765]	47.47.119.2	8695	8	1
1028	[LUFDY52G]	48.151.185.135	8865	19	1
1029	[B258RVLJ]	48.228.224.167	9456	8	2
1030	[SOTNJG8V]	48.40.31.15	9562	14	1
1031	[OO1NTZ37]	49.49.99.97	8817	19	1
1032	[73KBH2CE]	49.49.99.97	8817	9	5
1033	[FYXDN9H4]	49.49.99.97	8817	22	2
1034	[S31OWYPX]	49.64.196.49	9229	10	3
1035	[RB3YA4XG]	5.159.13.157	9192	19	4
1036	[A1JWU89B]	5.218.71.26	9362	22	1
1037	[8Z7XJJBO]	5.52.240.147	9653	7	2
1038	[C8XN2YED]	5.52.240.147	9653	19	2
1039	[OUZBO0RB]	5.57.6.190	9570	18	5
1040	[J3X9IQ70]	5.57.6.190	9570	23	1
1041	[HEZG7SSJ]	5.68.141.137	8775	19	3
1042	[V2QZG0I0]	5.68.141.137	8775	21	1
1043	[U0Z02RS0]	50.117.81.40	9163	9	2
1044	[1ATQ7YJL]	50.117.81.40	9163	11	3
1045	[XWFE07TQ]	50.242.228.93	9545	24	1
1046	[CTDKCSTQ]	50.242.228.93	9545	15	4
1047	[RG0VKOON]	50.3.132.222	9683	17	1
1048	[PKJTU546]	50.3.132.222	9683	18	4
1049	[ECXBK3LW]	50.3.132.222	9683	14	1
1050	[M6DJBF36]	51.6.67.90	8785	6	5
1051	[TFMW4UQ8]	51.6.67.90	8785	10	1
1052	[E6SQNRN1]	52.132.40.131	9698	24	1
1053	[KVUUQC6F]	52.169.138.226	9639	22	1
1054	[ANMMRLQE]	52.72.116.228	9429	19	1
1055	[FVEP4XQO]	53.114.87.1	9392	20	1
1056	[1AHCUNJX]	53.221.154.203	9116	22	1
1057	[O99XNBDP]	53.81.213.203	9384	23	4
1058	[6FCG5EH5]	54.124.233.45	9251	18	1
1059	[9PYQQ6Q5]	54.124.233.45	9251	1	1
1060	[71OCO5U3]	54.135.152.51	9389	11	1
1061	[WT2MRWOF]	54.135.152.51	9389	1	1
1062	[0GZ8JP2X]	54.135.152.51	9555	20	3
1063	[HN79ED6W]	54.135.152.51	9555	20	1
1064	[06UT7OC0]	54.142.244.244	8754	8	1
1065	[XPVUMRLL]	54.67.227.30	9142	6	1
1066	[V4NN1RNW]	54.67.227.30	9142	6	1
1067	[5844JNAI]	55.199.34.159	9085	14	2
1068	[RJ04BQ57]	56.147.63.16	9515	6	1
1069	[1XAUVR5F]	56.17.125.97	9183	9	5
1070	[YHNDSNAB]	56.17.125.97	9183	16	3
1071	[5H10N7UJ]	56.18.16.63	8856	8	2
1072	[6OM16BUM]	56.194.67.182	9548	14	2
1073	[NFNEUYOT]	57.149.26.55	8958	21	4
1074	[KF3U3O76]	57.149.26.55	8958	20	4
1075	[LFB4838P]	57.149.26.55	9665	14	2
1076	[CY0IIJ7U]	57.149.26.55	9665	23	3
1077	[1THETTFP]	57.243.5.40	8901	18	1
1078	[BZARSJGU]	57.243.5.40	8901	23	1
1079	[MU5KYS19]	57.243.5.40	8901	20	5
1080	[8HYUHEBI]	57.243.5.40	9752	8	2
1081	[WL8J1ZLZ]	57.248.175.169	9325	11	1
1082	[GKN9CFUD]	57.248.175.169	9325	9	2
1083	[HJM35JRA]	57.248.175.169	9325	19	2
1084	[PSGAQ62S]	57.50.211.35	8939	24	2
1085	[M520OB2P]	58.100.27.159	9027	1	1
1086	[OSBBPQF7]	58.100.27.159	9027	22	2
1087	[KN5B6BXP]	59.173.155.127	9399	6	3
1088	[DJZ92T7B]	59.173.155.127	9399	21	1
1089	[FNIQYFFN]	59.173.155.127	9399	9	2
1090	[83UHCANN]	6.10.71.29	8816	3	2
1091	[RAS53GXK]	6.112.108.210	9446	7	5
1092	[KRAW9MAB]	6.112.108.210	9446	6	2
1093	[WJFQYUG4]	6.112.108.210	9446	20	2
1094	[AV6UTKDB]	6.121.35.56	9532	13	2
1095	[ED1XXFIS]	6.121.35.56	9532	14	2
1096	[ELXQ7MW5]	6.121.35.56	9532	12	2
1097	[JRNI2JP3]	6.141.119.98	8836	7	5
1098	[H0P5ET2E]	6.252.254.47	9519	21	2
1099	[EDNBQQWE]	6.252.254.47	9519	24	3
1100	[152OQEL5]	60.176.12.216	8984	22	1
1101	[7H0N7PRZ]	60.183.213.4	9426	21	2
1102	[6CGU40JN]	60.183.213.4	9426	7	5
1103	[UFZ74HHA]	60.183.213.4	9426	4	1
1104	[ETZXEM99]	60.183.213.4	9492	23	2
1105	[Z87TNZS7]	60.3.225.28	9729	22	4
1106	[2SL1G42Y]	60.3.225.28	9729	3	1
1107	[24WUW0Q4]	60.48.27.196	8821	24	1
1108	[VOZ9DF3H]	60.48.27.196	8919	14	5
1109	[NW5Q9UJ9]	60.48.27.196	8919	4	2
1110	[SXLNBN9D]	60.48.27.196	8919	23	1
1111	[166350OZ]	60.48.27.196	8919	14	2
1112	[KX1CVYWE]	61.155.126.250	9210	6	1
1113	[FOGRJ890]	61.155.126.250	9210	24	1
1114	[J08X8Q9M]	61.79.202.173	9088	14	2
1115	[7GR0POLR]	63.174.229.20	9270	18	1
1116	[P0UO4LVU]	64.123.142.31	9745	12	2
1117	[ZREGDRKB]	64.159.37.8	8692	20	1
1118	[RF6VW7IK]	64.219.247.205	8710	14	1
1119	[MXC5IIY9]	64.219.247.205	8802	14	1
1120	[7PDPU9WX]	64.234.216.21	9457	6	2
1121	[BD6QQPTK]	66.191.169.238	9495	1	1
1122	[LEAHP9RZ]	67.110.197.253	9309	21	1
1123	[40BHR66G]	67.166.191.71	8922	2	2
1124	[FMSD19CR]	67.57.91.145	8659	21	2
1125	[SVIZDFUE]	67.69.232.2	9186	7	1
1126	[HUSH6IV0]	68.132.182.143	9493	24	2
1127	[EKIH6LRN]	68.132.182.143	9493	2	1
1128	[TYLS37Z3]	68.144.12.192	9271	7	1
1129	[7JP7I86M]	68.93.115.239	8892	7	1
1130	[0GE0BLC7]	69.48.63.19	8900	20	1
1131	[89J8NICF]	69.69.33.171	9014	23	2
1132	[6FUKX2AA]	70.98.135.176	9045	24	2
1133	[ZT47OSGN]	70.98.135.176	9303	15	2
1134	[39F9Y7JY]	71.213.234.170	9174	22	1
1135	[HSKKZGV1]	71.213.234.170	9174	17	3
1136	[L3Q2FUIZ]	72.211.89.200	9146	3	2
1137	[GRZM9CVL]	72.211.89.200	9146	10	1
1138	[AALJK6QX]	72.211.89.200	9146	10	1
1139	[84MPQCZS]	72.211.89.200	9146	23	1
1140	[LVNRYOIN]	72.212.182.168	9335	24	2
1141	[14BCR3N6]	72.236.42.232	9787	22	2
1142	[FKXFQNNX]	72.236.42.232	9787	3	1
1143	[30CNN8KT]	73.230.89.113	9590	14	2
1144	[BN419T87]	73.230.89.113	9590	18	1
1145	[D046DHGT]	74.145.246.95	9063	8	2
1146	[GHIJX0QY]	74.145.246.95	9063	16	1
1147	[BJ6Z68KV]	74.145.246.95	9063	11	1
1148	[35Y3O1CB]	74.253.24.105	9001	20	1
1149	[8X7QWAN7]	74.253.24.105	9001	11	2
1150	[J8ERM6NU]	74.86.157.165	9345	14	4
1151	[7PQY0B43]	74.86.157.165	9345	14	3
1152	[BACWDLSA]	74.86.157.165	9345	11	2
1153	[XNWUTJQZ]	75.147.92.31	9234	24	2
1154	[2G8HM1A3]	75.223.77.112	8747	15	1
1155	[AHJRJG8F]	75.223.77.112	8825	12	2
1156	[NZ4N40HO]	75.223.77.112	8825	23	2
1157	[QKU2067D]	75.227.35.106	9684	21	4
1158	[MZI1F9OW]	75.227.35.106	9684	15	2
1159	[IEZDV34F]	75.253.63.156	8766	9	1
1160	[GJCNUVFM]	75.47.135.92	9558	3	1
1161	[1UX0QDD6]	75.47.135.92	9558	1	1
1162	[2PDVS6F0]	75.47.135.92	9558	1	1
1163	[U67NMOG5]	76.85.157.87	9180	9	1
1164	[PQWQYGLT]	77.234.234.235	8774	10	1
1165	[0S6CJWMW]	77.234.234.235	8774	15	1
1166	[VTF81BLL]	77.234.234.235	8774	7	1
1167	[RJE6UWUS]	77.27.178.141	9351	24	1
1168	[T26SBTNF]	77.98.55.167	9705	24	4
1169	[S98EM357]	77.98.55.167	9705	1	2
1170	[Y4NWI6VB]	78.127.121.133	9517	11	1
1171	[L35RTEKV]	78.127.121.133	9517	11	1
1172	[3OJEKERP]	78.156.232.67	9594	2	1
1173	[TZA6OSXO]	78.189.165.3	9067	16	1
1174	[DMK1W9EY]	79.17.156.86	9102	22	1
1175	[OXIJJ7E4]	79.17.156.86	9102	21	1
1176	[T957LTT9]	79.17.156.86	9214	9	3
1177	[R92H8G50]	79.33.56.168	8952	11	2
1178	[YCUGTJUG]	79.88.148.38	9043	5	2
1179	[PXK8RSNR]	79.88.148.38	9043	14	1
1180	[R7LCL22L]	8.103.129.21	9581	8	1
1181	[PX3K2JW4]	8.158.122.33	8853	22	2
1182	[65XSD867]	8.158.122.33	9191	10	1
1183	[6ZHUEQ0T]	8.165.58.237	8898	21	1
1184	[EA47UGM6]	80.1.148.126	9759	15	3
1185	[Y91NOKI7]	80.1.148.126	9759	13	2
1186	[4HC249MN]	80.131.51.52	9280	20	2
1187	[UBI2OXX7]	80.16.162.54	8804	17	2
1188	[AD52YG1C]	80.16.162.54	8804	24	3
1189	[EYN3VP6C]	80.201.119.248	9004	20	2
1190	[WH3GTPGR]	80.201.119.248	9004	22	2
1191	[82STL104]	80.235.239.182	9566	1	1
1192	[JI2BU9AV]	80.235.239.182	9566	9	3
1193	[UZW4SFOU]	81.118.247.141	9179	5	2
1194	[PKFXDUI7]	81.118.247.141	9179	19	1
1195	[5WRHXTJJ]	81.17.173.35	8982	20	1
1196	[IWONJMSM]	81.198.111.91	9529	23	2
1197	[VMHOSXG5]	82.178.34.145	9194	4	2
1198	[19M1C8JT]	82.239.52.93	9008	22	1
1199	[B0TJ9B6V]	82.24.172.10	8672	8	2
1200	[4YL7Y6D9]	82.24.172.10	9670	4	3
1201	[VF7NRKJI]	82.24.172.10	9670	8	2
1202	[M8KOSMAP]	83.121.170.134	9785	19	1
1203	[1QVKECWT]	83.122.231.82	9276	16	2
1204	[EXIY905H]	83.122.231.82	9276	21	5
1205	[XEQ976Q1]	83.149.108.199	9072	11	3
1206	[DZ436F7R]	83.149.108.199	9072	20	2
1207	[1WNOYSWD]	83.149.108.199	9118	24	2
1208	[T4987XG7]	84.14.185.73	9281	23	2
1209	[K1QGRNSZ]	84.32.139.214	9386	18	2
1210	[YEHDC89E]	84.32.139.214	9386	19	1
1211	[U3WB2QUW]	85.157.96.202	8810	5	3
1212	[P1ZQAFBE]	85.157.96.202	8810	21	5
1213	[XQCV30M4]	85.157.96.202	8810	9	2
1214	[DLDJ9YV8]	85.157.96.202	8810	15	1
1215	[CKXETJW6]	85.201.98.162	9367	12	2
1216	[EATMM1T2]	85.208.202.136	9347	18	2
1217	[H20367Z8]	85.208.202.136	9347	6	1
1218	[7ASV44MZ]	85.56.86.249	9346	11	3
1219	[K73W9OBZ]	85.56.86.249	9346	18	3
1220	[X774PP9M]	86.143.241.239	8688	13	5
1221	[EZ9AVEDQ]	86.143.241.239	8688	19	1
1222	[CMZFORU3]	86.143.241.239	8688	12	1
1223	[B9Z9EI42]	86.143.241.239	8688	14	1
1224	[T2KWP9LN]	86.143.241.239	9137	22	3
1225	[MIE6M1MN]	86.143.241.239	9714	13	3
1226	[TQK93GFM]	86.46.43.36	8795	23	1
1227	[X2RE6JUZ]	86.46.43.36	8795	18	2
1228	[5QCM23XC]	86.46.43.36	9489	17	1
1229	[MV9PLMZP]	86.46.43.36	9489	19	1
1230	[LETAXSOM]	87.144.118.172	9331	4	1
1231	[JOPF1GTA]	87.144.118.172	9331	23	2
1232	[NGPYORZX]	87.144.118.172	9331	15	1
1233	[MII61069]	87.187.219.164	9761	5	2
1234	[FBIRFIAF]	87.65.154.121	9188	21	1
1235	[38PYSOZM]	88.107.211.71	8990	21	2
1236	[B8ZXI61J]	88.107.211.71	8990	7	1
1237	[OK0YNU60]	88.107.211.71	8990	10	2
1238	[IRDYD6OV]	88.203.13.22	9514	2	1
1239	[X6PZ3ZP7]	88.60.41.61	9461	8	1
1240	[R99ISW7Z]	88.60.5.254	9572	7	1
1241	[QGIVYNBX]	88.60.5.254	9572	24	1
1242	[96HLSNWP]	88.60.5.254	9572	8	2
1243	[QVTEDJXX]	88.94.104.98	8720	12	2
1244	[8R6BYSVC]	89.4.203.8	8805	16	2
1245	[P695VKTC]	89.43.35.1	8992	11	2
1246	[29MW4CY2]	89.43.35.1	8992	10	1
1247	[0W6Q22KZ]	89.91.203.145	8863	16	1
1248	[MDPPUSCD]	89.91.203.145	8863	11	1
1249	[N5W77LXW]	9.230.73.235	9609	7	1
1250	[9WCNRF81]	9.59.189.208	9730	4	3
1251	[Z9LQT88R]	9.59.189.208	9730	18	2
1252	[TLPHDJSL]	90.146.172.103	8950	20	3
1253	[IHSEBO1D]	90.146.172.103	8950	22	1
1254	[FHZSLEX4]	90.177.112.210	9540	20	1
1255	[MOWZ30SU]	90.193.32.160	8773	19	2
1256	[Q3Y4ADP3]	90.204.54.236	9201	23	2
1257	[SS7XDQQN]	90.204.54.236	9201	4	2
1258	[ODCD26JS]	90.42.22.209	9382	3	1
1259	[3YQXR73K]	91.15.52.66	9762	23	2
1260	[R4SNCH9I]	92.249.200.196	9538	23	1
1261	[YBI9PN3H]	92.7.155.145	8718	18	1
1262	[IRDKTIGG]	92.7.155.145	8718	12	1
1263	[O1S1ZHXE]	92.7.155.145	8718	7	1
1264	[PFC957GS]	92.7.155.145	8718	15	1
1265	[9BETQ162]	92.7.2.251	9330	16	2
1266	[JZDFSZC3]	93.198.110.115	9600	21	1
1267	[XALC85ZR]	93.245.123.39	9341	12	2
1268	[6X50XW0K]	93.245.123.39	9341	21	2
1269	[KD26Q10H]	93.245.123.39	9341	13	1
1270	[X7NQIQE9]	94.224.55.104	9086	13	3
1271	[ST28VDSX]	94.224.55.104	9086	21	2
1272	[UDAJXBTQ]	95.186.142.213	9101	23	1
1273	[Z0IKVRIN]	95.194.103.165	8879	21	1
1274	[49TT0255]	95.64.226.3	9301	15	2
1275	[2UXXXVOB]	95.64.226.3	9377	16	2
1276	[DAASK479]	95.91.52.96	9404	6	2
1277	[906W29NN]	96.138.23.130	9400	19	1
1278	[0A3TNNZJ]	96.246.203.129	9123	11	1
1279	[PS68G4F9]	96.246.203.129	9123	12	3
1280	[5XNKJARY]	96.246.203.129	9637	22	5
1281	[AMW8WXKB]	96.246.203.129	9767	4	3
1282	[NGY5QHTZ]	96.6.1.35	9230	13	1
1283	[BU6N8297]	96.70.198.3	9753	15	1
1284	[SWSYL8N0]	96.70.198.3	9753	14	2
1285	[7XB1UZ1Q]	96.99.20.100	9100	15	2
1286	[6CG27UX3]	96.99.20.100	9741	19	2
1287	[NSEPPV1T]	96.99.20.100	9741	15	1
1288	[C0WGQ276]	97.123.184.10	9010	20	1
1289	[I2UOTMWG]	97.168.254.91	9139	22	2
1290	[3C578NB7]	97.168.254.91	9139	17	1
1291	[0SXGQHP0]	97.209.33.141	9285	10	3
1292	[48HJ9JMY]	97.21.77.200	8722	23	2
1293	[QJPZQGIK]	97.250.68.153	9453	24	2
1294	[ETBO7AU6]	97.250.68.153	9453	22	2
1295	[OXPJYTF6]	97.250.68.153	9453	24	1
1296	[KS0FE4KF]	97.28.195.148	9003	17	2
1297	[TYKAP09V]	97.28.195.148	9003	22	1
1298	[MQG05H6U]	97.28.195.148	9003	24	1
1299	[1PJF0KOO]	98.138.164.17	9673	21	3
1300	[PU1DC2NH]	98.138.164.17	9673	21	1
1301	[1TF2F08B]	98.146.144.81	9510	8	1
1302	[U1CTD0PR]	98.146.144.81	9510	24	2
1303	[1GPYSF2I]	98.91.51.147	9610	24	1
1304	[S53VBB0F]	98.91.51.147	9610	5	2
1305	[86SP4EEQ]	99.143.27.102	8709	12	2
1306	[EE5W9E43]	99.30.57.204	8737	14	1
1307	[240YJM25]	99.30.57.204	8737	1	1
1308	[O892096T]	99.32.188.129	8965	19	1
